LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,AVG_PAY_DELAY,TOTAL_BILL,TOTAL_PAID,UTIL_RATIO,PAY_RATIO
-0.3658472196513613,0.810992992620081,0.21720879893127057,0.8427251405969355,-1.3505345232639727,0.011005229388861639,0.10728140373719856,0.13832615690332434,0.19088309549859891,0.2385414594265893,0.25659590900789747,0.8884976875493307,0.9313572988975781,0.8885000077766697,0.6232060906231625,-0.2975724299738525,-0.11429741441139843,0.018232515858596927,-0.03778943481160805,-0.01408520167239141,-0.18747463307909237,0.9836959889427622,0.25795578713142026,0.18584245471753413,0.5494869459878622,0.25206471782014306,1.315334273463762,-0.01692913104285997
1.8710980479918347,-1.233056276811089,-1.1287157380209896,-1.0754690888138863,0.27827931793756455,-0.8802483861762848,-0.7307921319751812,-0.704856389172592,-0.6714414636405596,-0.6515861177790166,-0.6186844929177245,-0.5519805735053361,-0.6564599351167842,-0.6778958554504786,-0.489194063190704,-0.6572039078493973,-0.6472637416311237,-0.17500533638142748,-0.23958700091203278,0.3679408840370277,-0.286355879421564,-0.2909976800802491,-0.2919125965466019,-0.8400489798908382,-0.6441631535927803,-0.2585208626548995,-0.9661978120258269,-0.016598855745739192
-0.6743913944986987,-1.233056276811089,2.909057872835791,-1.0754690888138863,2.0156807485525374,0.011005229388861639,0.10728140373719856,0.13832615690332434,0.19088309549859891,0.2385414594265893,0.25659590900789747,0.139072503319727,0.17431319379633897,0.21748730447664943,-0.21927115581266993,-0.23354245160741963,-0.35771719557113,-0.18519424131771967,-0.15047319572208523,-0.21694658979403078,-0.17240206464843968,-0.2809238760370855,-0.2727771767946068,0.18584245471753413,-0.031450018416458,-0.356965717313573,0.8286425262170356,-0.01697294090421829
2.179642222839172,-1.233056276811089,0.21720879893127057,-1.0754690888138863,2.1242683379659733,1.7935124605191544,1.7834284751619582,-1.5480389352485082,-1.5337660227797179,-1.5417136949846226,-1.4939648948433466,-0.6662795256826801,-0.6946882371275609,-0.6778958554504786,-0.6738389584424059,-0.6650738820482028,-0.6537573967844164,-0.3342216152422233,-0.23958700091203278,-0.2909156985632748,-0.31741056782609844,-0.31614969404608323,-0.2919125965466019,-0.498085168354714,-0.7070588755083838,-0.5015178544506751,-1.0168956595094898,-0.01699707077890383
-0.9057995256342017,-1.233056276811089,0.21720879893127057,-1.0754690888138863,-0.2646586291296146,0.011005229388861639,0.10728140373719856,0.13832615690332434,0.19088309549859891,0.2385414594265893,0.25659590900789747,-0.5154928836205882,-0.5653531322371105,-0.579014160842376,-0.5690568594815032,-0.5755076484885745,-0.562477076283352,-0.2171077653997843,-0.1877653859374437,-0.2762990483274362,-0.3103290593823866,-0.2908027032278008,-0.2919125965466019,0.18584245471753413,-0.5890545712862825,-0.43800656371200913,-0.37510621076116124,-0.016939023821326383
-1.1372076567697047,-1.233056276811089,1.5631333358835307,0.8427251405969355,-1.241946933850537,0.011005229388861639,0.10728140373719856,0.13832615690332434,0.19088309549859891,2.0187966138378015,2.0071567128591417,-0.5164218102069464,-0.48733590242548874,-0.45134048567023355,-0.4023488969113952,-0.3839445735866854,-0.3219098051392787,-0.24638622786039407,-0.18857257620184542,-0.18018349980692144,-0.31741056782609844,-0.12117284159775643,-0.2919125965466019,0.8697700777897823,-0.4543578885590547,-0.379674103204072,0.5994680000024798,-0.016943558681350127
-0.28871117593952694,-1.233056276811089,0.21720879893127057,-1.0754690888138863,1.4727428014853585,0.011005229388861639,0.10728140373719856,0.13832615690332434,0.19088309549859891,0.2385414594265893,0.25659590900789747,1.0830804860211949,1.1603334395917704,0.7669210903474893,-0.12629702032122472,-0.09937420946083654,-0.09184648264109989,-0.02322578698562649,-0.13860749883538026,-0.20720215630347166,-0.21268220442001154,-0.1861651257471987,-0.2369257581787997,0.18584245471753413,0.5155853317600732,-0.28279859103955884,1.4000578687637752,-0.016976808167829868
2.4881863976865093,-1.233056276811089,-1.1287157380209896,-1.0754690888138863,1.0383924438316152,-0.8802483861762848,-0.7307921319751812,-0.704856389172592,-0.6714414636405596,-0.6515861177790166,-0.6186844929177245,-0.567061969848564,-0.5954408726942867,-0.597312808499901,-0.6251795978113692,-0.6098688119883804,-0.44676584647170875,0.07913171777666522,0.0025700784084768994,-0.11728761091331275,-0.09957297322274278,0.4855951232214366,-0.20981724686347322,-0.8400489798908382,-0.604866182900301,0.02228158982519689,-0.9821224862998863,-0.016448756816667503
-0.751527438210533,-1.233056276811089,-1.1287157380209896,0.8427251405969355,-1.241946933850537,0.011005229388861639,0.10728140373719856,0.13832615690332434,0.19088309549859891,0.2385414594265893,0.25659590900789747,-0.4700984270548759,-0.5884953849438919,-0.5532695591498172,-0.5223370460694969,-0.5011874318914857,-0.48354644620301995,-0.25809761284463795,-0.18308368240391387,-0.21340315943382746,-0.2849265841393469,-0.2836535519713621,-0.2369257581787997,0.18584245471753413,-0.5476611644308371,-0.4057879623068989,-0.4474326516430949,-0.016931395357429223
-0.3658472196513613,-1.233056276811089,0.21720879893127057,0.8427251405969355,-1.133359344437101,0.902258844954008,1.7834284751619582,0.13832615690332434,0.19088309549859891,0.2385414594265893,0.25659590900789747,0.9000546271384346,0.6024870479472004,0.47046287409548915,0.36308953398454646,0.24888038102689514,-0.28564936899905813,-0.330122630497738,0.0832891048486468,-0.18018349980692144,-0.22996368374136336,-0.12117284159775643,-0.2919125965466019,0.6987881720217202,0.42973165609002567,-0.27528144049253117,1.3323953377869335,-0.016974538008668716
